,x,y,t,Cd,Cl,V,Theta,vx,vy,dvx/dt,dvy/dt
0,0.0,1.0,0.05,0.5446829757463569,0.2149704937334089,27.77777777777778,0.26166666666666666,26.832226903844408,7.185856779272278,0.0,0.0
1,1.3015635380760109,1.2946950318474042,0.05,0.5449353646461913,0.21983654706482259,26.690169017407783,0.22266196424104087,26.031270761520215,5.893900636948086,-16.019122846483846,-25.839122846483846
2,2.566263538205786,1.5279765257485727,0.1,0.5451632833019774,0.22436354621689084,25.720702523259458,0.18240571023704188,25.2940000025955,4.66562987802337,-14.745415178494316,-24.565415178494316
3,3.7969188471077704,1.7026633284219508,0.15000000000000002,0.5453680425245686,0.22854265255876188,24.859830798755546,0.14100418357361494,24.613106178039693,3.493736053467564,-13.61787649111611,-23.43787649111611
4,4.996031817767159,1.8212577928527327,0.2,0.5455508301001271,0.23236651629953245,24.099266075108655,0.09858123538940286,23.98225941318777,2.3718892886156393,-12.616935297038484,-22.436935297038485
5,6.165829498001547,1.8859869668585139,0.25,0.5457127366126219,0.23582960337267364,23.431743244148315,0.05527727856540546,23.395953604687755,1.294583480115623,-11.726116170000326,-21.546116170000325
6,7.308298577553825,1.898837540182185,0.3,0.5458547773369901,0.23892848653810014,22.850826986940984,0.011247596672096235,22.849381591045557,0.25701146647342443,-10.93144027284397,-20.751440272843972
7,8.425215262366466,1.8615857187662201,0.35,0.5459779105560657,0.2416620850922319,22.350754609289318,-0.03334001398454502,22.338333696252835,-0.745036428319297,-10.220957895854427,-20.040957895854426
8,9.518170993001224,1.7758229431723707,0.39999999999999997,0.546083052558583,0.24403183901840603,21.926308241971938,-0.07830820350546004,21.85911461269514,-1.7152555118769917,-9.584381671153894,-19.404381671153892
9,10.588594730427483,1.6429781743700231,0.44999999999999996,0.5461710895296373,0.246041806349792,21.572711561078734,-0.1234735113170046,21.408474748525183,-2.656895376046951,-9.012797283399184,-18.832797283399184
10,11.63777238213071,1.4643373198446439,0.49999999999999994,0.5462428865390885,0.24769867676219906,21.28554720686369,-0.16865013085343095,20.98355303406455,-3.572817090507585,-8.498434289212685,-18.318434289212686
11,12.666863824282668,1.2410602557679966,0.5499999999999999,0.5462992938564052,0.24901169956496869,21.060691761222724,-0.21365380288263133,20.581828843039187,-4.465541281532946,-8.034483820507223,-17.854483820507223
12,13.67691788398623,0.9741958092429519,0.6,0.5463411508602263,0.24999252975665268,20.894265589800135,-0.25830563145983604,20.20108119407124,-5.337288930500893,-7.614952979358942,-17.434952979358943
13,14.66888557374492,0.6646949927730346,0.65,0.5463692878552497,0.25065500103094396,20.782595149987756,-0.30243562384111317,19.839353795173785,-6.190016329398346,-7.2345479779490525,-17.054547977949053
14,15.643631814069574,0.3134227268690827,0.7000000000000001,0.5463845261470264,0.2510148389679548,20.7221855779775,-0.3458857821513691,19.494924806493096,-7.025445318079037,-6.888579773613819,-16.70857977361382
15,17.544550423167145,0.5113456764905584,0.7500000000000001,0.5413387676231134,0.16225017381030293,20.741954562471758,-0.4301889970262185,18.85209173841552,-8.650278386156613,-6.2837741024080715,-16.10377410240807
16,18.47086695517269,0.98469765071362,0.8000000000000002,0.5412789458656617,0.16146935518962802,20.805041782872248,-0.4724124522960857,18.526330640110903,-9.467039484461232,-6.515221966092373,-16.335221966092373
17,19.381407531955414,1.4983755801595011,0.8500000000000002,0.5412012024313956,0.1604616430073099,20.908841739012008,-0.513639042389797,18.210811535654514,-10.273558588917622,-6.310382089127792,-16.130382089127792
18,20.27663828509837,2.0519133332451496,0.9000000000000002,0.5411089866974327,0.1592765208002895,21.05081609310211,-0.5537802204305398,17.904615062859172,-11.070755061712964,-6.1239294559068425,-15.943929455906844
19,21.156985185483293,2.6448849390888354,0.9500000000000003,0.5410032642965033,0.15793122185397637,21.22852788446884,-0.5927637625945132,17.606938007698425,-11.85943211687371,-5.953541103214937,-15.773541103214937
20,22.022838870501513,3.276899760299224,1.0000000000000002,0.5408850064215306,0.15644311367253047,21.43963934481387,-0.630533779084125,17.317073700364364,-12.640296424207772,-5.797286146681222,-15.617286146681224
21,22.874558991046975,3.9475981459823686,1.0500000000000003,0.5407551783132665,0.15482936672374917,21.681914014218883,-0.6670497637767319,17.03440241090924,-13.413967713662895,-5.6534257891024655,-15.473425789102466
22,23.71247812066475,4.656647522593202,1.1000000000000003,0.5406147301105441,0.1531066862190487,21.953218317610002,-0.7022853637881321,16.758382592355463,-14.180987532216673,-5.520396371075531,-15.340396371075531
23,24.53690526530719,5.403738884179366,1.1500000000000004,0.540464589138817,0.15129109587853146,22.25152236931181,-0.7362269668467951,16.488542892848862,-14.941827231723273,-5.396793990131998,-15.216793990131999
